"id","protein_id","hits_to","query_protein_length","percentage_phage_coat","percentage_encapsulin","enc_perc_fraction","group","clan_phagecoat_percentage","clan_phagecoat_percentage_adjusted","query_genome_length","encapsulin_coverage","mcp_coverage","mcp_percentage","total_aligned","encapsulin_fraction","query_genome_length_kbp"
"DTR_785540","DTR_785540_20","Peptidase_S78|Phage_capsid",524,45.32,0,0,"Control",45.32,45.32,18301,NA,NA,NA,NA,0,18.301
"DTR_623112","DTR_623112_15","DUF499|Peptidase_S78|Phage_capsid|Sfi1",519,49.03,0,0,"Control",49.03,49.03,16693,NA,NA,NA,NA,0,16.693
"DTR_233482","DTR_233482_1","Phage_capsid",355,59.6,0,0,"Control",59.6,59.6,16069,NA,NA,NA,NA,0,16.069
"DTR_330595","DTR_330595_3","DUF6242|Med3|Peptidase_S78|Phage_capsid|dbPDZ_assoc",513,54.49,0,0,"Control",54.49,54.49,15049,NA,NA,NA,NA,0,15.049
"DTR_308646","DTR_308646_9","Peptidase_S78|Phage_capsid",503,29.68,0,0,"Control",29.68,29.68,14344,NA,NA,NA,NA,0,14.344
"DTR_696250","DTR_696250_1","Phage_capsid",61,91.67,0,0,"Mini",91.67,91.67,8002,NA,NA,NA,NA,0,8.002
"DTR_238331","DTR_238331_9","Phage_capsid_2|Terpene_synth_C",279,43.17,0,0,"Mini",43.17,43.17,7753,NA,NA,NA,NA,0,7.753
"DTR_788307","DTR_788307_11","Phage_capsid",411,64.39,0,0,"Control",64.39,64.39,12534,NA,NA,NA,NA,0,12.534
"DTR_195375","DTR_195375_1","Phage_capsid",230,45.65,0,0,"Mini",45.65,45.65,10758,NA,NA,NA,NA,0,10.758
"DTR_381438","DTR_381438_10","DUF1192|Phage_capsid",391,55.9,0,0,"Control",55.9,55.9,13975,NA,NA,NA,NA,0,13.975
"DTR_457753","DTR_457753_7","DUF1428|DUF4829|Linocin_M18",283,28.37,28.37,100,"Mini",28.37,28.37,8450,NA,NA,NA,NA,1,8.45
"DTR_096704","DTR_096704_12","Peptidase_S78|Phage_capsid",530,35.35,0,0,"Control",35.35,35.35,16108,NA,NA,NA,NA,0,16.108
"DTR_142904","DTR_142904_3","Peptidase_S78|Phage_capsid",542,55.82,0,0,"Control",55.82,55.82,15975,NA,NA,NA,NA,0,15.975
"DTR_721870","DTR_721870_18","Phage_capsid",410,65.04,0,0,"Control",65.04,65.04,12559,NA,NA,NA,NA,0,12.559
"DTR_183491","DTR_183491_1","Phage_capsid",339,55.62,0,0,"Mini",55.62,55.62,10730,NA,NA,NA,NA,0,10.73
"DTR_658689","DTR_658689_3","DUF2184|Phage_capsid",385,67.97,0,0,"Control",67.97,67.97,14879,NA,NA,NA,NA,0,14.879
"DTR_702746","DTR_702746_14","DUF5309",376,73.6,0,0,"Control",73.6,73.6,14602,NA,NA,NA,NA,0,14.602
"DTR_196699","DTR_196699_26","GP7",307,58.17,0,0,"Control",58.17,58.17,16287,NA,NA,NA,NA,0,16.287
"DTR_183466","DTR_183466_17","DUF5309|GP7",304,70.63,0,0,"Control",70.63,70.63,15381,NA,NA,NA,NA,0,15.381
"DTR_416398","DTR_416398_9","Phage_capsid",415,64.49,0,0,"Control",64.49,64.49,13426,NA,NA,NA,NA,0,13.426
"DTR_819828","DTR_819828_5","AICARFT_IMPCHas|Phage_capsid|Stealth_CR2",303,91.39,0,0,"Mini",91.39,91.39,9712,NA,NA,NA,NA,0,9.712
"DTR_698367","DTR_698367_16","Lipoprotein_Ltp|Phage_capsid|TBX2-3_RD",298,93.94,0,0,"Control",93.94,93.94,15498,NA,NA,NA,NA,0,15.498
"DTR_102425","DTR_102425_8","Phage_capsid",412,64.96,0,0,"Control",64.96,64.96,13575,NA,NA,NA,NA,0,13.575
"DTR_448419","DTR_448419_4","Phage_capsid",410,65.04,0,0,"Control",65.04,65.04,13178,NA,NA,NA,NA,0,13.178
"DTR_657818","DTR_657818_12","EP400_N|Mu-like_gpT",287,93.71,0,0,"Control",93.71,93.71,13605,NA,NA,NA,NA,0,13.605
"DTR_769160","DTR_769160_8","Phage_capsid",410,65.04,0,0,"Control",65.04,65.04,13091,NA,NA,NA,NA,0,13.091
"DTR_400789","DTR_400789_12","Peptidase_S78|Phage_capsid",523,22.22,0,0,"Control",22.22,22.22,16213,NA,NA,NA,NA,0,16.213
"DTR_288364","DTR_288364_20","DUF5309",364,90.63,0,0,"Control",90.63,90.63,16818,NA,NA,NA,NA,0,16.818
"DTR_573972","DTR_573972_8","BD-FAE|Phage_capsid",286,94.04,0,0,"Mini",94.04,94.04,8614,NA,NA,NA,NA,0,8.614
"DTR_267635","DTR_267635_7","Phage_cap_E",307,31.7,0,0,"Mini",31.7,31.7,10470,NA,NA,NA,NA,0,10.47
"DTR_593252","DTR_593252_11","Phage_capsid",410,65.04,0,0,"Control",65.04,65.04,13059,NA,NA,NA,NA,0,13.059
"DTR_302120","DTR_302120_1","Peptidase_S78|Phage_capsid",382,62.2,0,0,"Control",62.2,62.2,15631,NA,NA,NA,NA,0,15.631
"DTR_012667","DTR_012667_4","Phage_capsid",390,73.01,0,0,"Control",73.01,73.01,18705,NA,NA,NA,NA,0,18.705
"DTR_703158","DTR_703158_8","DUF5309",376,73.6,0,0,"Control",73.6,73.6,14602,NA,NA,NA,NA,0,14.602
"DTR_123792","DTR_123792_6","Gp10A-like|Hex_IIIa|Phage_capsid_2",285,70.42,0,0,"Control",70.42,70.42,15171,NA,NA,NA,NA,0,15.171
"DTR_250521","DTR_250521_9","Phage_capsid",403,62.69,0,0,"Mini",62.69,62.69,9921,NA,NA,NA,NA,0,9.921
"DTR_889249","DTR_889249_1","DUF2213|PA-IIL|Peptidase_S78|Phage_capsid",556,49.01,0,0,"Mini",49.01,49.01,9435,NA,NA,NA,NA,0,9.435
"DTR_718285","DTR_718285_7","Peptidase_S78|Phage_capsid",499,25.1,0,0,"Control",25.1,25.1,14474,NA,NA,NA,NA,0,14.474
"DTR_012549","DTR_012549_9","Peptidase_S78|Phage_capsid",507,53.95,0,0,"Control",53.95,53.95,16525,NA,NA,NA,NA,0,16.525
"DTR_029917","DTR_029917_9","DUF1412|DUF2184|Glyco_hydro_88|Peptidase_S78|Phage_capsid",499,54.02,0,0,"Control",54.02,54.02,13797,NA,NA,NA,NA,0,13.797
"DTR_207850","DTR_207850_2","Phage_capsid",435,57.14,0,0,"Control",57.14,57.14,12943,NA,NA,NA,NA,0,12.943
"DTR_255641","DTR_255641_2","Phage_capsid",405,65.1,0,0,"Mini",65.1,65.1,7885,NA,NA,NA,NA,0,7.885
"DTR_696245","DTR_696245_2","DUF2213|Phage_capsid",565,48.76,0,0,"Mini",48.76,48.76,9884,NA,NA,NA,NA,0,9.884
"DTR_385862","DTR_385862_3","Linocin_M18|Phage_capsid_2|Zot",279,41.37,30.22,73.04810249,"Mini",41.37,41.37,7896,NA,NA,NA,NA,0.7304810249,7.896
"DTR_052833","DTR_052833_10","DUF6645|Phage_capsid|TBX2-3_RD",302,93.36,0,0,"Control",93.36,93.36,14933,NA,NA,NA,NA,0,14.933
"DTR_242101","DTR_242101_8","Linocin_M18",282,38.79,38.79,100,"Mini",38.79,38.79,8627,NA,NA,NA,NA,1,8.627
"DTR_315168","DTR_315168_27","DUF1199|Phage_capsid",379,46.03,0,0,"Control",46.03,46.03,15552,NA,NA,NA,NA,0,15.552
"DTR_024296","DTR_024296_1","MutL|Phage_capsid",313,88.14,0,0,"Mini",88.14,88.14,6551,NA,NA,NA,NA,0,6.551
"DTR_308714","DTR_308714_11","Phage_capsid|WXG100|tRNA-synt_His",394,77.61,0,0,"Mini",77.61,77.61,9073,NA,NA,NA,NA,0,9.073
"DTR_868597","DTR_868597_1","Phage_capsid",389,67.78,0,0,"Mini",67.78,67.78,8137,NA,NA,NA,NA,0,8.137
"DTR_416267","DTR_416267_7","DUF3600|Linocin_M18",282,61.21,61.21,100,"Mini",61.21,61.21,9518,NA,NA,NA,NA,1,9.518
"DTR_779700","DTR_779700_10","Phage_capsid",412,64.96,0,0,"Control",64.96,64.96,13930,NA,NA,NA,NA,0,13.93
"DTR_263455","DTR_263455_3","Peptidase_S78|Phage_capsid",497,47.78,0,0,"Control",47.78,47.78,15635,NA,NA,NA,NA,0,15.635
"DTR_075612","DTR_075612_13","Phage_capsid",399,65.58,0,0,"Mini",65.58,65.58,7984,NA,NA,NA,NA,0,7.984
"DTR_605894","DTR_605894_5","Phage_capsid|zf-Paramyx-P",249,89.52,0,0,"Micro",89.52,89.52,3660,NA,NA,NA,NA,0,3.66
"DTR_106013","DTR_106013_8","Phage_capsid|YkyA",403,67.41,0,0,"Mini",67.41,67.41,8258,NA,NA,NA,NA,0,8.258
"DTR_201646","DTR_201646_10","DUF5309",349,89.08,0,0,"Control",89.08,89.08,17140,NA,NA,NA,NA,0,17.14
"DTR_397093","DTR_397093_14","Peptidase_S78|Phage_capsid",523,22.22,0,0,"Control",22.22,22.22,16585,NA,NA,NA,NA,0,16.585
"DTR_309461","DTR_309461_7","Phage_capsid|Pinin_SDK_memA",410,24.45,0,0,"Mini",24.45,24.45,10531,NA,NA,NA,NA,0,10.531
"DTR_702830","DTR_702830_15","DUF5309",376,73.6,0,0,"Control",73.6,73.6,14602,NA,NA,NA,NA,0,14.602
"DTR_839598","DTR_839598_9","Phage_capsid",408,64.37,0,0,"Control",64.37,64.37,11741,NA,NA,NA,NA,0,11.741
"DTR_355778","DTR_355778_3","Mu-like_gpT",608,20.1,0,0,"Control",20.1,20.1,14342,NA,NA,NA,NA,0,14.342
"DTR_846934","DTR_846934_5","Phage_capsid",410,65.28,0,0,"Control",65.28,65.28,12467,NA,NA,NA,NA,0,12.467
"DTR_625978","DTR_625978_10","ABC_tran_CTD|EF-G-binding_N|Med4|Phage_capsid",432,62.41,0,0,"Mini",62.41,62.41,8298,NA,NA,NA,NA,0,8.298
"DTR_612390","DTR_612390_22","GP44|Phage_capsid",302,95.02,0,0,"Control",95.02,95.02,18191,NA,NA,NA,NA,0,18.191
"DTR_300199","DTR_300199_14","Peptidase_S78|Phage_capsid",530,56.71,0,0,"Control",56.71,56.71,17122,NA,NA,NA,NA,0,17.122
"DTR_848521","DTR_848521_12","FlhD|Peptidase_S78|Phage_capsid",553,50.18,0,0,"Control",50.18,50.18,16260,NA,NA,NA,NA,0,16.26
"DTR_806832","DTR_806832_2","DUF499|Peptidase_S78|Phage_capsid|Sfi1",519,49.03,0,0,"Control",49.03,49.03,16737,NA,NA,NA,NA,0,16.737
"DTR_787895","DTR_787895_3","OSK|Phage_capsid",305,92.11,0,0,"Mini",92.11,92.11,9703,NA,NA,NA,NA,0,9.703
"DTR_317327","DTR_317327_2","Peptidase_S78|Phage_capsid",542,38.82,0,0,"Control",38.82,38.82,15615,NA,NA,NA,NA,0,15.615
"DTR_743242","DTR_743242_17","Linocin_M18",280,61.29,61.29,100,"Mini",61.29,61.29,9821,NA,NA,NA,NA,1,9.821
"DTR_608812","DTR_608812_7","Phage_capsid",436,54.94,0,0,"Mini",54.94,54.94,6638,NA,NA,NA,NA,0,6.638
"DTR_812724","DTR_812724_22","Peptidase_S78|Phage_capsid",523,30.46,0,0,"Control",30.46,30.46,16639,NA,NA,NA,NA,0,16.639
"DTR_314497","DTR_314497_19","BNIP3|Peptidase_S78|Phage_capsid",529,39.77,0,0,"Control",39.77,39.77,14073,NA,NA,NA,NA,0,14.073
"DTR_032304","DTR_032304_23","Peptidase_S78|Phage_capsid",557,45.86,0,0,"Control",45.86,45.86,18525,NA,NA,NA,NA,0,18.525
"DTR_309457","DTR_309457_21","CDC45|DDHD|Hid1|Phage_capsid|TFIIA",584,27.57,0,0,"Control",27.57,27.57,15533,NA,NA,NA,NA,0,15.533
"DTR_514795","DTR_514795_17","Phage_capsid",387,69.17,0,0,"Control",69.17,69.17,14392,NA,NA,NA,NA,0,14.392
"DTR_432644","DTR_432644_13","Phage_capsid",422,66.03,0,0,"Mini",66.03,66.03,9745,NA,NA,NA,NA,0,9.745
"DTR_642689","DTR_642689_15","Phage_capsid",407,64.78,0,0,"Control",64.78,64.78,13139,NA,NA,NA,NA,0,13.139
"DTR_152004","DTR_152004_13","Peptidase_S78|Peptidase_S78_2|Phage_capsid",604,58.54,0,0,"Control",58.54,58.54,19866,NA,NA,NA,NA,0,19.866
"DTR_397125","DTR_397125_1","Peptidase_S78|Phage_capsid",523,22.22,0,0,"Control",22.22,22.22,16585,NA,NA,NA,NA,0,16.585
"DTR_833096","DTR_833096_22","Peptidase_S78|Phage_capsid",519,49.42,0,0,"Control",49.42,49.42,16402,NA,NA,NA,NA,0,16.402
"DTR_744721","DTR_744721_24","Peptidase_S78|Phage_capsid",523,22.22,0,0,"Control",22.22,22.22,16617,NA,NA,NA,NA,0,16.617
"DTR_673333","DTR_673333_7","Peptidase_S78|Phage_capsid",523,22.03,0,0,"Control",22.03,22.03,16213,NA,NA,NA,NA,0,16.213
"DTR_551906","DTR_551906_5","Phage_capsid",176,65.14,0,0,"Mini",65.14,65.14,9389,NA,NA,NA,NA,0,9.389
"DTR_807300","DTR_807300_3","DUF4043|Phage_capsid_2",331,33.94,0,0,"Mini",33.94,33.94,7955,NA,NA,NA,NA,0,7.955
"DTR_306100","DTR_306100_12","Phage_capsid|Pinin_SDK_memA",410,24.45,0,0,"Mini",24.45,24.45,10543,NA,NA,NA,NA,0,10.543
"DTR_103101","DTR_103101_5","Phage_capsid",415,64.49,0,0,"Control",64.49,64.49,13468,NA,NA,NA,NA,0,13.468
"DTR_313409","DTR_313409_18","Phage_capsid",395,70.3,0,0,"Control",70.3,70.3,16737,NA,NA,NA,NA,0,16.737
"DTR_729700","DTR_729700_17","Linocin_M18",278,44.6,44.6,100,"Mini",44.6,44.6,8199,NA,NA,NA,NA,1,8.199
"DTR_077787","DTR_077787_5","Phage_capsid|TMF_DNA_bd",377,71.01,0,0,"Mini",71.01,71.01,5644,NA,NA,NA,NA,0,5.644
"DTR_313412","DTR_313412_13","DUF6645|Phage_capsid|TBX2-3_RD",302,93.36,0,0,"Control",93.36,93.36,15011,NA,NA,NA,NA,0,15.011
"DTR_011528","DTR_011528_14","CBP_BcsN|Phage_cap_E",334,95.8,0,0,"Control",95.8,95.8,14358,NA,NA,NA,NA,0,14.358
"DTR_268174","DTR_268174_11","DUF5309",377,59.84,0,0,"Control",59.84,59.84,14094,NA,NA,NA,NA,0,14.094
"DTR_673219","DTR_673219_2","Peptidase_S78|Phage_capsid",523,30.46,0,0,"Control",30.46,30.46,16585,NA,NA,NA,NA,0,16.585
"DTR_662589","DTR_662589_5","LUC7|Linocin_M18|Phage_capsid",439,66.44,26.48,39.85550873,"Mini",66.44,66.44,8905,NA,NA,NA,NA,0.3985550873,8.905
"DTR_316919","DTR_316919_8","Peptidase_S78|Phage_capsid",512,42.66,0,0,"Control",42.66,42.66,14400,NA,NA,NA,NA,0,14.4
"DTR_812498","DTR_812498_18","FlhD|Peptidase_S78|Phage_capsid",546,51.01,0,0,"Control",51.01,51.01,16948,NA,NA,NA,NA,0,16.948
"DTR_285289","DTR_285289_21","Peptidase_S78|Phage_capsid",507,47.43,0,0,"Control",47.43,47.43,15946,NA,NA,NA,NA,0,15.946
"DTR_330282","DTR_330282_3","Peptidase_S78|Phage_capsid",511,53.33,0,0,"Control",53.33,53.33,15662,NA,NA,NA,NA,0,15.662
"DTR_262726","DTR_262726_22","Peptidase_S78|Phage_capsid",503,29.68,0,0,"Control",29.68,29.68,14344,NA,NA,NA,NA,0,14.344
"DTR_005710","DTR_005710_1","FlgN|Phage_capsid",333,57.96,0,0,"Mini",57.96,57.96,11229,NA,NA,NA,NA,0,11.229
"DTR_189925","DTR_189925_4","Peptidase_S78|Peptidase_S78_2|Phage_capsid",613,45.75,0,0,"Control",45.75,45.75,18030,NA,NA,NA,NA,0,18.03
"DTR_015206","DTR_015206_8","Phage_capsid",411,68.78,0,0,"Control",68.78,68.78,16733,NA,NA,NA,NA,0,16.733
"DTR_264171","DTR_264171_19","Peptidase_S78|Phage_capsid",497,47.78,0,0,"Control",47.78,47.78,15635,NA,NA,NA,NA,0,15.635
"DTR_704595","DTR_704595_7","Phage_cap_E",306,21.97,0,0,"Control",21.97,21.97,15900,NA,NA,NA,NA,0,15.9
"DTR_315285","DTR_315285_12","Peptidase_S78|Phage_capsid|Phage_capsid_2",515,45.91,0,0,"Control",45.91,45.91,14886,NA,NA,NA,NA,0,14.886
"DTR_290392","DTR_290392_3","Peptidase_S78|Phage_capsid",510,47.35,0,0,"Control",47.35,47.35,16028,NA,NA,NA,NA,0,16.028
"DTR_659527","DTR_659527_9","DUF2059|Phage_capsid",410,64.55,0,0,"Control",64.55,64.55,12380,NA,NA,NA,NA,0,12.38
"DTR_309073","DTR_309073_6","Phage_capsid|YkyA",403,67.41,0,0,"Mini",67.41,67.41,8262,NA,NA,NA,NA,0,8.262
"DTR_608742","DTR_608742_6","Phage_capsid",325,74.38,0,0,"Mini",74.38,74.38,8835,NA,NA,NA,NA,0,8.835
"DTR_242932","DTR_242932_12","Phage_capsid",439,61.42,0,0,"Mini",61.42,61.42,9160,NA,NA,NA,NA,0,9.16
"DTR_615017","DTR_615017_18","Cep57_MT_bd|Peptidase_S78|Phage_capsid",523,26.63,0,0,"Control",26.63,26.63,14777,NA,NA,NA,NA,0,14.777
"DTR_162079","DTR_162079_18","ABC_tran_CTD|DUF1664|FadA|Mod_r|ParB|Phage_capsid|Uso1_p115_C",448,67.11,0,0,"Control",67.11,67.11,15765,NA,NA,NA,NA,0,15.765
"DTR_370818","DTR_370818_10","B|Phage_capsid",421,63.33,0,0,"Control",63.33,63.33,12399,NA,NA,NA,NA,0,12.399
"DTR_166829","DTR_166829_4","GP7",307,58.17,0,0,"Control",58.17,58.17,16275,NA,NA,NA,NA,0,16.275
"DTR_604311","DTR_604311_2","DUF1428|DUF4829|Linocin_M18",283,28.37,28.37,100,"Mini",28.37,28.37,8423,NA,NA,NA,NA,1,8.423
"DTR_308555","DTR_308555_12","P22_CoatProtein",292,78.35,0,0,"Control",78.35,78.35,15455,NA,NA,NA,NA,0,15.455
"DTR_497289","DTR_497289_4","Linocin_M18",282,41.64,41.64,100,"Mini",41.64,41.64,9928,NA,NA,NA,NA,1,9.928
"DTR_841970","DTR_841970_8","Phage_cap_E",347,95.66,0,0,"Mini",95.66,95.66,10829,NA,NA,NA,NA,0,10.829
"DTR_157114","DTR_157114_8","Gp10A-like",279,42.09,0,0,"Mini",42.09,42.09,9929,NA,NA,NA,NA,0,9.929
"DTR_615329","DTR_615329_9","Phage_capsid",286,94.04,0,0,"Mini",94.04,94.04,9229,NA,NA,NA,NA,0,9.229
"DTR_503504","DTR_503504_15","B|DUF2059|Phage_capsid",420,63.72,0,0,"Control",63.72,63.72,12565,NA,NA,NA,NA,0,12.565
"DTR_694850","DTR_694850_5","Phage_capsid",410,65.04,0,0,"Control",65.04,65.04,13244,NA,NA,NA,NA,0,13.244
"DTR_007122","DTR_007122_4","Peptidase_S78|Phage_capsid|PipA|TP53IP5",645,46.27,0,0,"Micro",46.27,46.27,4481,NA,NA,NA,NA,0,4.481
"DTR_757929","DTR_757929_2","Phage_capsid",410,65.04,0,0,"Control",65.04,65.04,13092,NA,NA,NA,NA,0,13.092
"DTR_401116","DTR_401116_8","Alpha_kinase|EthR_C|Med15|Phage_capsid",393,68.11,0,0,"Mini",68.11,68.11,7390,NA,NA,NA,NA,0,7.39
"DTR_171620","DTR_171620_17","DUF1778|Peptidase_S78|Phage_capsid|UPF0236",514,47.56,0,0,"Control",47.56,47.56,14992,NA,NA,NA,NA,0,14.992
"DTR_655871","DTR_655871_2","Phage_capsid",405,68.56,0,0,"Mini",68.56,68.56,6087,NA,NA,NA,NA,0,6.087
"DTR_393186","DTR_393186_11","Phage_capsid",410,65.04,0,0,"Control",65.04,65.04,13241,NA,NA,NA,NA,0,13.241
"DTR_451068","DTR_451068_1","Phage_capsid",285,59.86,0,0,"Mini",59.86,59.86,10252,NA,NA,NA,NA,0,10.252
"DTR_677283","DTR_677283_7","Phage_capsid|Ribosomal_L9_N",412,66.67,0,0,"Mini",66.67,66.67,8239,NA,NA,NA,NA,0,8.239
"DTR_554370","DTR_554370_1","HZS_alpha|LisH_2|P22_CoatProtein",289,28.12,0,0,"Micro",28.12,28.12,2284,NA,NA,NA,NA,0,2.284
"DTR_208654","DTR_208654_1","Phage_capsid",377,61.27,0,0,"Mini",61.27,61.27,11305,NA,NA,NA,NA,0,11.305
"DTR_533660","DTR_533660_21","Peptidase_S78|Phage_capsid",523,30.08,0,0,"Control",30.08,30.08,16323,NA,NA,NA,NA,0,16.323
"DTR_824002","DTR_824002_19","Phage_capsid",407,65.27,0,0,"Control",65.27,65.27,13771,NA,NA,NA,NA,0,13.771
"DTR_008854","DTR_008854_1","Phage_capsid",485,56.61,0,0,"Mini",56.61,56.61,9389,NA,NA,NA,NA,0,9.389
"DTR_569034","DTR_569034_13","Phage_capsid",410,65.28,0,0,"Control",65.28,65.28,12657,NA,NA,NA,NA,0,12.657
"DTR_039280","DTR_039280_7","DUF1953|P22_CoatProtein|Phage_capsid_2",294,93.86,0,0,"Control",93.86,93.86,14032,NA,NA,NA,NA,0,14.032
"DTR_513567","DTR_513567_10","Peptidase_S78|Phage_capsid",499,50.4,0,0,"Mini",50.4,50.4,9474,NA,NA,NA,NA,0,9.474
"DTR_087130","DTR_087130_6","Phage_capsid",347,76.01,0,0,"Mini",76.01,76.01,6249,NA,NA,NA,NA,0,6.249
"DTR_141860","DTR_141860_2","DUF6645|Phage_capsid|TBX2-3_RD",302,93.36,0,0,"Control",93.36,93.36,15024,NA,NA,NA,NA,0,15.024
"DTR_644602","DTR_644602_4","Mst1_SARAH|Phage_capsid",408,65.36,0,0,"Control",65.36,65.36,13832,NA,NA,NA,NA,0,13.832
"DTR_653180","DTR_653180_1","Phage_cap_E",195,39.69,0,0,"Control",39.69,39.69,12891,NA,NA,NA,NA,0,12.891
"DTR_248616","DTR_248616_2","Phage_cap_E",368,88.83,0,0,"Micro",88.83,88.83,4189,NA,NA,NA,NA,0,4.189
"DTR_160658","DTR_160658_13","GP7",309,46.1,0,0,"Control",46.1,46.1,14688,NA,NA,NA,NA,0,14.688
"DTR_330537","DTR_330537_2","Peptidase_S78|Phage_capsid",535,37.45,0,0,"Control",37.45,37.45,16330,NA,NA,NA,NA,0,16.33
"DTR_348735","DTR_348735_3","Mu-like_gpT",359,29.89,0,0,"Control",29.89,29.89,16261,NA,NA,NA,NA,0,16.261
"DTR_817419","DTR_817419_3","Peptidase_S78|Phage_capsid",524,49.9,0,0,"Control",49.9,49.9,13812,NA,NA,NA,NA,0,13.812
"DTR_227469","DTR_227469_18","Peptidase_S78|Phage_capsid|Trypan_PARP",492,22.81,0,0,"Control",22.81,22.81,15071,NA,NA,NA,NA,0,15.071
"DTR_784907","DTR_784907_3","Cadherin-like|Phage_capsid|Polyketide_cyc2|Ribosomal_S20p",482,38.25,0,0,"Control",38.25,38.25,16654,NA,NA,NA,NA,0,16.654
"DTR_544701","DTR_544701_14","Linocin_M18",282,34.52,34.52,100,"Mini",34.52,34.52,7879,NA,NA,NA,NA,1,7.879
"DTR_183481","DTR_183481_14","Mu-like_gpT|Peptidase_S78",669,20.21,0,0,"Control",20.21,20.21,12085,NA,NA,NA,NA,0,12.085
"DTR_044182","DTR_044182_6","DUF5309",346,89.57,0,0,"Control",89.57,89.57,17519,NA,NA,NA,NA,0,17.519
"DTR_700405","DTR_700405_6","DUF6115|Peptidase_S78|Phage_capsid",532,40.11,0,0,"Control",40.11,40.11,17577,NA,NA,NA,NA,0,17.577
"DTR_330543","DTR_330543_11","Phage_capsid",299,95.3,0,0,"Control",95.3,95.3,15124,NA,NA,NA,NA,0,15.124
"DTR_119238","DTR_119238_5","Phage_cap_E",306,21.97,0,0,"Control",21.97,21.97,15968,NA,NA,NA,NA,0,15.968
"DTR_260388","DTR_260388_4","Phage_capsid",415,67.39,0,0,"Mini",67.39,67.39,7627,NA,NA,NA,NA,0,7.627
"DTR_607524","DTR_607524_11","CCDC-167|CheC|Phage_capsid",346,69.28,0,0,"Mini",69.28,69.28,6164,NA,NA,NA,NA,0,6.164
"DTR_151083","DTR_151083_4","Herpes_U44|MreC|Peptidase_S78|Phage_capsid",496,47.68,0,0,"Control",47.68,47.68,12644,NA,NA,NA,NA,0,12.644
"DTR_387697","DTR_387697_9","B|DUF2059|Phage_capsid",418,64.03,0,0,"Control",64.03,64.03,12636,NA,NA,NA,NA,0,12.636
"DTR_257280","DTR_257280_20","Peptidase_S78|Phage_capsid|Trypan_PARP",492,22.81,0,0,"Control",22.81,22.81,15071,NA,NA,NA,NA,0,15.071
"DTR_298777","DTR_298777_5","Gp10A-like|Hex_IIIa|Phage_capsid_2",285,70.42,0,0,"Control",70.42,70.42,15175,NA,NA,NA,NA,0,15.175
"DTR_559638","DTR_559638_8","Peptidase_S78|Phage_capsid",519,48.65,0,0,"Control",48.65,48.65,15871,NA,NA,NA,NA,0,15.871
"DTR_892005","DTR_892005_9","Phage_cap_E",306,21.97,0,0,"Control",21.97,21.97,16027,NA,NA,NA,NA,0,16.027
"DTR_714472","DTR_714472_16","DUF2184|GpA_nuclease",90,39.33,0,0,"Control",39.33,39.33,16268,NA,NA,NA,NA,0,16.268
"DTR_583385","DTR_583385_2","Phage_capsid",410,65.04,0,0,"Control",65.04,65.04,13062,NA,NA,NA,NA,0,13.062
"DTR_330593","DTR_330593_17","DUF6645|Lipoprotein_Ltp|Phage_capsid",302,93.69,0,0,"Control",93.69,93.69,15471,NA,NA,NA,NA,0,15.471
"DTR_236844","DTR_236844_13","Phage_capsid|TetR_C_11",269,57.62,0,0,"Mini",57.62,57.62,9886,NA,NA,NA,NA,0,9.886
"DTR_465101","DTR_465101_7","Gp13-like",367,83.88,0,0,"Control",83.88,83.88,17132,NA,NA,NA,NA,0,17.132
"DTR_485233","DTR_485233_11","Linocin_M18|aSelB_III",281,35.71,35.71,100,"Mini",35.71,35.71,9544,NA,NA,NA,NA,1,9.544
"DTR_124014","DTR_124014_4","Gp10A-like|Hex_IIIa|Phage_capsid_2",285,70.42,0,0,"Control",70.42,70.42,15171,NA,NA,NA,NA,0,15.171
"DTR_503551","DTR_503551_13","HALZ|Phage_capsid|PspB|YPEB_N",390,73.01,0,0,"Control",73.01,73.01,15301,NA,NA,NA,NA,0,15.301
"DTR_110820","DTR_110820_3","Peptidase_S78|Phage_capsid",517,40.5,0,0,"Control",40.5,40.5,15325,NA,NA,NA,NA,0,15.325
"DTR_886919","DTR_886919_17","Phage_cap_E",336,94.63,0,0,"Control",94.63,94.63,12456,NA,NA,NA,NA,0,12.456
"DTR_011786","DTR_011786_3","DUF2111|Phage_capsid",412,40.15,0,0,"Mini",40.15,40.15,10166,NA,NA,NA,NA,0,10.166
"DTR_598227","DTR_598227_8","Phage_capsid",410,65.04,0,0,"Control",65.04,65.04,13063,NA,NA,NA,NA,0,13.063
"DTR_125649","DTR_125649_11","DUF5309|Flu_M1_C",347,89.6,0,0,"Control",89.6,89.6,16711,NA,NA,NA,NA,0,16.711
"DTR_849982","DTR_849982_21","Peptidase_S78|Phage_capsid",523,22.03,0,0,"Control",22.03,22.03,16277,NA,NA,NA,NA,0,16.277
"DTR_132645","DTR_132645_5","Phage_cap_E",306,21.97,0,0,"Control",21.97,21.97,15968,NA,NA,NA,NA,0,15.968
"DTR_662539","DTR_662539_12","LUC7|Phage_capsid",471,58.3,0,0,"Mini",58.3,58.3,9365,NA,NA,NA,NA,0,9.365
"DTR_715071","DTR_715071_8","DDRGK|Metal_resist|Phage_capsid|TMF_TATA_bd",424,66.9,0,0,"Mini",66.9,66.9,9698,NA,NA,NA,NA,0,9.698
