id,protein_id,hits_to,query_protein_length,percentage_phage_coat,percentage_encapsulin,enc_perc_fraction,group,clan_phagecoat_percentage,clan_phagecoat_percentage_adjusted
DTR_183481,DTR_183481_14,Mu-like_gpT|Peptidase_S78,669,20.21,0,0,Control,20.21,20.21
DTR_044182,DTR_044182_6,DUF5309,346,89.57,0,0,Control,89.57,89.57
DTR_700405,DTR_700405_6,DUF6115|Peptidase_S78|Phage_capsid,532,40.11,0,0,Control,40.11,40.11
DTR_330543,DTR_330543_11,Phage_capsid,299,95.3,0,0,Control,95.3,95.3
DTR_119238,DTR_119238_5,Phage_cap_E,306,21.97,0,0,Control,21.97,21.97
DTR_260388,DTR_260388_4,Phage_capsid,415,67.39,0,0,Mini,67.39,67.39
DTR_607524,DTR_607524_11,CCDC-167|CheC|Phage_capsid,346,69.28,0,0,Mini,69.28,69.28
DTR_151083,DTR_151083_4,Herpes_U44|MreC|Peptidase_S78|Phage_capsid,496,47.68,0,0,Control,47.68,47.68
DTR_387697,DTR_387697_9,B|DUF2059|Phage_capsid,418,64.03,0,0,Control,64.03,64.03
DTR_257280,DTR_257280_20,Peptidase_S78|Phage_capsid|Trypan_PARP,492,22.81,0,0,Control,22.81,22.81
DTR_298777,DTR_298777_5,Gp10A-like|Hex_IIIa|Phage_capsid_2,285,70.42,0,0,Control,70.42,70.42
DTR_559638,DTR_559638_8,Peptidase_S78|Phage_capsid,519,48.65,0,0,Control,48.65,48.65
DTR_892005,DTR_892005_9,Phage_cap_E,306,21.97,0,0,Control,21.97,21.97
DTR_714472,DTR_714472_16,DUF2184|GpA_nuclease,90,39.33,0,0,Control,39.33,39.33
DTR_583385,DTR_583385_2,Phage_capsid,410,65.04,0,0,Control,65.04,65.04
DTR_330593,DTR_330593_17,DUF6645|Lipoprotein_Ltp|Phage_capsid,302,93.69,0,0,Control,93.69,93.69
DTR_236844,DTR_236844_13,Phage_capsid|TetR_C_11,269,57.62,0,0,Mini,57.62,57.62
DTR_465101,DTR_465101_7,Gp13-like,367,83.88,0,0,Control,83.88,83.88
DTR_485233,DTR_485233_11,Linocin_M18|aSelB_III,281,35.71,35.71,100,Mini,35.71,35.71
DTR_124014,DTR_124014_4,Gp10A-like|Hex_IIIa|Phage_capsid_2,285,70.42,0,0,Control,70.42,70.42
DTR_503551,DTR_503551_13,HALZ|Phage_capsid|PspB|YPEB_N,390,73.01,0,0,Control,73.01,73.01
DTR_110820,DTR_110820_3,Peptidase_S78|Phage_capsid,517,40.5,0,0,Control,40.5,40.5
DTR_886919,DTR_886919_17,Phage_cap_E,336,94.63,0,0,Control,94.63,94.63
DTR_011786,DTR_011786_3,DUF2111|Phage_capsid,412,40.15,0,0,Mini,40.15,40.15
DTR_598227,DTR_598227_8,Phage_capsid,410,65.04,0,0,Control,65.04,65.04
DTR_125649,DTR_125649_11,DUF5309|Flu_M1_C,347,89.6,0,0,Control,89.6,89.6
DTR_849982,DTR_849982_21,Peptidase_S78|Phage_capsid,523,22.03,0,0,Control,22.03,22.03
DTR_132645,DTR_132645_5,Phage_cap_E,306,21.97,0,0,Control,21.97,21.97
DTR_662539,DTR_662539_12,LUC7|Phage_capsid,471,58.3,0,0,Mini,58.3,58.3
DTR_715071,DTR_715071_8,DDRGK|Metal_resist|Phage_capsid|TMF_TATA_bd,424,66.9,0,0,Mini,66.9,66.9
DTR_724125,DTR_724125_13,DUF5309|Endotoxin_mid,296,92.88,0,0,Control,92.88,92.88
DTR_677437,DTR_677437_3,ABC_tran_CTD|CSS_CxxC|Linocin_M18|Phage_capsid,407,70.94,26.35,37.14406541,Mini,70.94,70.94
DTR_259188,DTR_259188_17,Peptidase_S78|Phage_capsid,532,47.46,0,0,Control,47.46,47.46
DTR_456746,DTR_456746_8,Phage_capsid,410,65.04,0,0,Control,65.04,65.04
DTR_014177,DTR_014177_11,Phage_capsid,163,45.68,0,0,Control,45.68,45.68
DTR_779515,DTR_779515_5,Phage_capsid,410,65.04,0,0,Control,65.04,65.04
DTR_592719,DTR_592719_5,Phage_capsid,410,65.04,0,0,Control,65.04,65.04
DTR_117027,DTR_117027_3,DUF2184|Phage_capsid,405,67.57,0,0,Mini,67.57,67.57
DTR_046310,DTR_046310_9,LtuA|Phage_capsid,401,71.75,0,0,Control,71.75,71.75
DTR_117915,DTR_117915_13,GP7,307,85.62,0,0,Control,85.62,85.62
DTR_888582,DTR_888582_16,Gp10A-like|Phage_cap_E,289,46.18,0,0,Mini,46.18,46.18
DTR_819301,DTR_819301_3,Phage_capsid,426,62.59,0,0,Mini,62.59,62.59
DTR_859800,DTR_859800_2,Phage_capsid,431,61.63,0,0,Mini,61.63,61.63
DTR_263442,DTR_263442_8,Peptidase_S78|Phage_capsid,503,29.68,0,0,Control,29.68,29.68
DTR_568731,DTR_568731_14,Phage_capsid,410,65.28,0,0,Control,65.28,65.28
DTR_277728,DTR_277728_7,Phage_cap_E,307,31.7,0,0,Mini,31.7,31.7
DTR_629354,DTR_629354_9,Peptidase_S78|Phage_capsid,601,46.33,0,0,Control,46.33,46.33
DTR_330541,DTR_330541_14,DUF6645|Lipoprotein_Ltp|Phage_capsid,302,93.69,0,0,Control,93.69,93.69
DTR_284403,DTR_284403_8,Peptidase_S78|Phage_capsid,614,42.09,0,0,Mini,42.09,42.09
DTR_517265,DTR_517265_5,Phage_capsid,410,65.28,0,0,Control,65.28,65.28
DTR_383908,DTR_383908_12,Peptidase_S78|Phage_capsid_2,513,13.09,0,0,Control,13.09,13.09
DTR_069298,DTR_069298_4,Phage_capsid|Trypan_PARP,543,16.05,0,0,Control,16.05,16.05
DTR_315115,DTR_315115_18,Peptidase_S78|Phage_capsid,528,47.63,0,0,Control,47.63,47.63
DTR_367873,DTR_367873_5,Linocin_M18,279,60.79,60.79,100,Mini,60.79,60.79
DTR_730211,DTR_730211_6,Phage_cap_E,352,91.45,0,0,Control,91.45,91.45
DTR_226683,DTR_226683_14,DUF5309,386,70.65,0,0,Control,70.65,70.65
DTR_576162,DTR_576162_7,Phage_capsid,410,65.04,0,0,Control,65.04,65.04
DTR_139446,DTR_139446_4,CLP_protease|ECH_1|Mu-like_gpT,566,24.07,0,0,Mini,24.07,24.07
DTR_701118,DTR_701118_12,HicB_lk_antitox|Phage_capsid_2|RNase_3_N|ZNRF_3_ecto,287,62.24,0,0,Control,62.24,62.24
DTR_387142,DTR_387142_2,DUF2059|Phage_capsid,421,63.57,0,0,Control,63.57,63.57
DTR_155967,DTR_155967_33,Peptidase_S78|Peptidase_S78_2|Phage_capsid,604,58.54,0,0,Control,58.54,58.54
DTR_156068,DTR_156068_7,Linocin_M18|Phage_capsid,256,95.29,21.96,23.04544024,Mini,95.29,95.29
DTR_717860,DTR_717860_9,DUF348|Phage_capsid,277,96.38,0,0,Mini,96.38,96.38
DTR_680635,DTR_680635_8,Phage_capsid,403,65.42,0,0,Mini,65.42,65.42
DTR_281989,DTR_281989_22,Peptidase_S78|Phage_capsid,443,49.77,0,0,Control,49.77,49.77
DTR_843878,DTR_843878_5,P22_CoatProtein|S-l_SbsC_C,359,43.85,0,0,Micro,43.85,43.85
DTR_662583,DTR_662583_5,Peptidase_S78|Phage_capsid,518,30.56,0,0,Control,30.56,30.56
DTR_295043,DTR_295043_12,Peptidase_S78|Phage_capsid,612,46.15,0,0,Control,46.15,46.15
DTR_646916,DTR_646916_3,Phage_capsid,411,58.29,0,0,Mini,58.29,58.29
DTR_298023,DTR_298023_13,Gp10A-like|Hex_IIIa|Phage_capsid_2,285,70.42,0,0,Control,70.42,70.42
DTR_233406,DTR_233406_1,CMV_1a|Peptidase_S78|Phage_capsid,430,36.05,0,0,Control,36.05,36.05
DTR_799012,DTR_799012_16,Phage_cap_E,376,83.73,0,0,Control,83.73,83.73
DTR_327812,DTR_327812_8,ETF_alpha|Phage_capsid,416,60.96,0,0,Mini,60.96,60.96
DTR_884036,DTR_884036_4,Linocin_M18,290,34.26,34.26,100,Mini,34.26,34.26
DTR_561383,DTR_561383_13,Peptidase_S78|Phage_capsid|Sfi1,518,53.97,0,0,Control,53.97,53.97
DTR_857239,DTR_857239_16,DUF2184|PDEase_I,293,61.64,0,0,Control,61.64,61.64
DTR_262824,DTR_262824_22,Peptidase_S78|Phage_capsid,503,29.68,0,0,Control,29.68,29.68
DTR_263587,DTR_263587_16,Peptidase_S78|Phage_capsid,503,29.68,0,0,Control,29.68,29.68
DTR_321773,DTR_321773_2,Peptidase_S78|Phage_capsid,514,50.49,0,0,Control,50.49,50.49
DTR_654407,DTR_654407_12,Peptidase_S78|Phage_capsid,496,50.51,0,0,Mini,50.51,50.51
DTR_065538,DTR_065538_18,Phage_capsid,430,69,0,0,Control,69,69
DTR_180626,DTR_180626_12,BLOC1_2|FlxA|GIDA|HOOK|Phage_capsid|PspB|YPEB_N,389,72.42,0,0,Control,72.42,72.42
DTR_154728,DTR_154728_2,Phage_capsid|Stomagen,282,93.95,0,0,Mini,93.95,93.95
DTR_258050,DTR_258050_2,AAA_25|DnaB_C|GvpD_P-loop|L_lactis_ph-MCP,326,18.15,0,0,Mini,18.15,18.15
DTR_889349,DTR_889349_11,Peptidase_S78|Phage_capsid,541,57.96,0,0,Mini,57.96,57.96
DTR_344573,DTR_344573_9,Peptidase_S78|Phage_capsid|Phage_capsid_2,518,53.97,0,0,Control,53.97,53.97
DTR_040416,DTR_040416_4,Phage_capsid,394,65.39,0,0,Mini,65.39,65.39
DTR_277599,DTR_277599_11,Phage_capsid,586,48.55,0,0,Control,48.55,48.55
DTR_765766,DTR_765766_9,HBM|Phage_capsid|Spectrin,420,85.2,0,0,Control,85.2,85.2
DTR_142908,DTR_142908_4,DUF6645|Phage_capsid,302,93.36,0,0,Control,93.36,93.36
DTR_233377,DTR_233377_7,Peptidase_S78|Phage_capsid_2,521,19.81,0,0,Control,19.81,19.81
DTR_696853,DTR_696853_1,DUF1412|DUF2184|Peptidase_S78|Phage_capsid,395,68.27,0,0,Mini,68.27,68.27
DTR_056028,DTR_056028_23,Head-tail_con|Phage_capsid_2,293,57.88,0,0,Control,57.88,57.88
DTR_259192,DTR_259192_3,Peptidase_S78|Phage_capsid,532,47.08,0,0,Control,47.08,47.08
DTR_186965,DTR_186965_4,DUF5309,355,33.9,0,0,Mini,33.9,33.9
DTR_702438,DTR_702438_3,DUF5309,376,73.6,0,0,Control,73.6,73.6
DTR_157116,DTR_157116_13,DUF2275|P22_CoatProtein|Phage_capsid_2|tRNA_NucTransf2,274,97.07,0,0,Mini,97.07,97.07
DTR_314555,DTR_314555_15,Peptidase_S78|Phage_capsid,525,60.88,0,0,Control,60.88,60.88
DTR_308097,DTR_308097_5,Phage_capsid,438,32.49,0,0,Mini,32.49,32.49
DTR_381668,DTR_381668_2,Phage_capsid,345,47.97,0,0,Mini,47.97,47.97
DTR_412851,DTR_412851_14,Peptidase_S78|Phage_capsid,531,35.66,0,0,Control,35.66,35.66
DTR_839551,DTR_839551_13,Phage_capsid,415,64.25,0,0,Control,64.25,64.25
DTR_680208,DTR_680208_5,Peptidase_S78|Phage_capsid,517,48.45,0,0,Mini,48.45,48.45
DTR_264068,DTR_264068_2,Peptidase_S78|Phage_capsid,497,47.78,0,0,Control,47.78,47.78
DTR_439384,DTR_439384_17,Phage_capsid,407,65.76,0,0,Control,65.76,65.76
DTR_112138,DTR_112138_14,CDC37_N|Phage_capsid,409,72.3,0,0,Control,72.3,72.3
DTR_236134,DTR_236134_6,Phage_capsid,403,62.69,0,0,Mini,62.69,62.69
DTR_360843,DTR_360843_19,Peptidase_S78|Phage_capsid,591,26.1,0,0,Control,26.1,26.1
DTR_742963,DTR_742963_16,Phage_capsid,410,65.04,0,0,Control,65.04,65.04
DTR_200714,DTR_200714_12,Acetyltransf_18|Phage_capsid,358,66.95,0,0,Mini,66.95,66.95
DTR_315724,DTR_315724_3,Peptidase_S78|Phage_capsid,529,50,0,0,Control,50,50
DTR_133133,DTR_133133_10,DUF2334|Linocin_M18,317,59.49,59.49,100,Control,59.49,59.49
DTR_554861,DTR_554861_7,DUF2202|DUF4441|Gp13-like|LUC7|Phage_capsid|Sds3,373,71.51,0,0,Mini,71.51,71.51
DTR_701734,DTR_701734_1,Phage_capsid,125,45.16,0,0,Mini,45.16,45.16
DTR_648734,DTR_648734_17,DUF5309,375,78.07,0,0,Control,78.07,78.07
DTR_718640,DTR_718640_16,Peptidase_S78|Phage_capsid,512,53.03,0,0,Control,53.03,53.03
DTR_099171,DTR_099171_9,DUF3848|GP38|Mu-like_gpT|Peptidase_S78,631,22.7,0,0,Control,22.7,22.7
DTR_317986,DTR_317986_8,Phage_capsid,468,52.68,0,0,Mini,52.68,52.68
DTR_721184,DTR_721184_5,Phage_capsid,407,64.53,0,0,Control,64.53,64.53
DTR_866106,DTR_866106_11,Peptidase_S78|Phage_capsid,529,34.28,0,0,Control,34.28,34.28
DTR_649298,DTR_649298_17,Phage_capsid,407,65.76,0,0,Control,65.76,65.76
DTR_343571,DTR_343571_9,Phage_capsid,431,70,0,0,Mini,70,70
DTR_696842,DTR_696842_12,CLCA|Phage_capsid,284,79.86,0,0,Mini,79.86,79.86
DTR_702907,DTR_702907_15,DUF5309,376,73.6,0,0,Control,73.6,73.6
DTR_389110,DTR_389110_12,Peptidase_S78|Phage_capsid,524,44.36,0,0,Control,44.36,44.36
DTR_214163,DTR_214163_17,Frankia_peptide|Phage_capsid,416,68.67,0,0,Control,68.67,68.67
DTR_299259,DTR_299259_11,3Beta_HSD|Phage_capsid,444,58.69,0,0,Control,58.69,58.69
DTR_330455,DTR_330455_1,Phage_capsid,253,72.22,0,0,Control,72.22,72.22
DTR_053577,DTR_053577_11,Peptidase_S78|Phage_capsid,510,48.53,0,0,Control,48.53,48.53
DTR_827601,DTR_827601_2,Linocin_M18|Phage_capsid_2,283,35.82,35.11,98.01786711,Mini,35.82,35.82
DTR_661989,DTR_661989_10,Phage_capsid,426,68.47,0,0,Mini,68.47,68.47
DTR_869188,DTR_869188_2,Linocin_M18,280,58.42,58.42,100,Mini,58.42,58.42
DTR_543921,DTR_543921_27,Peptidase_S78|Phage_capsid,524,44.36,0,0,Control,44.36,44.36
DTR_099591,DTR_099591_13,Peptidase_S78|Phage_capsid,530,44.05,0,0,Control,44.05,44.05
DTR_152053,DTR_152053_2,DUF4330|DUF5309,345,89.24,0,0,Control,89.24,89.24
DTR_025200,DTR_025200_18,HrpB4|Peptidase_S78|Phage_capsid,511,40.59,0,0,Control,40.59,40.59
DTR_200665,DTR_200665_1,DUF5309,235,84.68,0,0,Control,84.68,84.68
DTR_550200,DTR_550200_3,DUF4043|Phage_capsid_2,385,27.08,0,0,Mini,27.08,27.08
DTR_796915,DTR_796915_6,Linocin_M18|Sigma_reg_C,282,29.89,29.89,100,Mini,29.89,29.89
DTR_317980,DTR_317980_22,Peptidase_S78|Phage_capsid,515,53.7,0,0,Control,53.7,53.7
DTR_131276,DTR_131276_15,Gp10A-like|Hex_IIIa|Phage_capsid_2,285,70.42,0,0,Control,70.42,70.42
DTR_718263,DTR_718263_17,DUF5309|SHPRH_helical-2nd,374,72.39,0,0,Control,72.39,72.39
DTR_253698,DTR_253698_1,Linocin_M18|SWM_repeat,400,43.86,43.86,100,Mini,43.86,43.86
DTR_551019,DTR_551019_10,Phage_capsid,410,65.04,0,0,Control,65.04,65.04
DTR_256258,DTR_256258_6,Phage_capsid,415,67.39,0,0,Mini,67.39,67.39
DTR_171621,DTR_171621_1,Flagellin_N|Phage_capsid,349,69.25,0,0,Control,69.25,69.25
DTR_168678,DTR_168678_11,Phage_capsid,296,93.22,0,0,Mini,93.22,93.22
DTR_543198,DTR_543198_9,Phage_capsid,410,65.04,0,0,Control,65.04,65.04
DTR_142289,DTR_142289_6,Phage_capsid,419,63.64,0,0,Mini,63.64,63.64
DTR_208551,DTR_208551_12,Phage_capsid,435,57.14,0,0,Control,57.14,57.14
DTR_256762,DTR_256762_1,Phage_capsid,40,74.36,0,0,Mini,74.36,74.36
DTR_856653,DTR_856653_2,DUF499|Peptidase_S78|Phage_capsid|Sfi1,519,49.03,0,0,Control,49.03,49.03
DTR_015220,DTR_015220_2,Mu-like_gpT|Peptidase_S78,614,23.49,0,0,Mini,23.49,23.49
DTR_304631,DTR_304631_9,DUF6645|Phage_capsid,302,94.02,0,0,Control,94.02,94.02
DTR_307981,DTR_307981_10,Phage_capsid,345,65.12,0,0,Mini,65.12,65.12
DTR_676500,DTR_676500_10,P22_CoatProtein|Phage_capsid_2,275,91.61,0,0,Control,91.61,91.61
DTR_387203,DTR_387203_18,L_lactis_ph-MCP,102,72.28,0,0,Control,72.28,72.28
DTR_247377,DTR_247377_13,Phage_capsid,220,77.73,0,0,Mini,77.73,77.73
DTR_666715,DTR_666715_5,Phage_capsid,412,64.48,0,0,Control,64.48,64.48
DTR_750909,DTR_750909_9,Phage_capsid,410,65.04,0,0,Control,65.04,65.04
DTR_533606,DTR_533606_16,LKAAEAR|Phage_capsid,407,65.76,0,0,Control,65.76,65.76
DTR_633030,DTR_633030_10,Peptidase_S78|Phage_capsid,616,40.16,0,0,Control,40.16,40.16
DTR_262919,DTR_262919_2,FliD_N|Peptidase_S78|Phage_capsid,611,46.23,0,0,Control,46.23,46.23
DTR_513029,DTR_513029_17,Bac_RepA_C|Peptidase_S78|Phage_capsid|pAdhesive_15,525,33.02,0,0,Control,33.02,33.02
DTR_330678,DTR_330678_15,Phage_capsid,284,51.24,0,0,Control,51.24,51.24
DTR_183451,DTR_183451_6,DUF5309,374,77.21,0,0,Control,77.21,77.21
DTR_109936,DTR_109936_4,FUSC|Phage_capsid,427,63.38,0,0,Mini,63.38,63.38
DTR_047766,DTR_047766_27,Cut12|Phage_capsid,418,69.3,0,0,Control,69.3,69.3
DTR_691201,DTR_691201_1,DUF2059|Phage_capsid,410,65.77,0,0,Control,65.77,65.77
DTR_662117,DTR_662117_11,DUF2213|Mu-like_gpT|Peptidase_S78,620,22.78,0,0,Control,22.78,22.78
DTR_344572,DTR_344572_1,Peptidase_S78|Phage_capsid,347,36.02,0,0,Control,36.02,36.02
DTR_317328,DTR_317328_10,Peptidase_S78|Phage_capsid,525,35.69,0,0,Control,35.69,35.69
DTR_808059,DTR_808059_9,ALIX_LYPXL_bnd|ATG14|DUF6594|FUT8_N_cat|Fmp27_WPPW|Phage_capsid|Spc24|TcdB_N|V_ATPase_I,393,54.85,0,0,Mini,54.85,54.85
DTR_848470,DTR_848470_25,Bac_RepA_C|Peptidase_S78|Phage_capsid,525,29.39,0,0,Control,29.39,29.39
DTR_889722,DTR_889722_15,Phage_capsid_2,288,65.51,0,0,Mini,65.51,65.51
DTR_501519,DTR_501519_10,DUF1428|DUF4829|Linocin_M18,283,28.37,28.37,100,Mini,28.37,28.37
DTR_155968,DTR_155968_9,DUF5309|Flu_M1_C,347,89.6,0,0,Control,89.6,89.6
DTR_300200,DTR_300200_12,Peptidase_S78|Phage_capsid,497,47.78,0,0,Control,47.78,47.78
DTR_552733,DTR_552733_8,Phage_capsid,427,71.83,0,0,Mini,71.83,71.83
DTR_642815,DTR_642815_9,DUF5309,295,94.22,0,0,Control,94.22,94.22
DTR_309737,DTR_309737_11,HicB_lk_antitox|Phage_capsid_2|RNase_3_N|ZNRF_3_ecto,287,62.24,0,0,Control,62.24,62.24
DTR_125733,DTR_125733_5,Gp10A-like|Hex_IIIa|Phage_capsid_2,285,70.42,0,0,Control,70.42,70.42
DTR_569487,DTR_569487_3,DUF4660|Linocin_M18,277,59.78,59.78,100,Mini,59.78,59.78
DTR_224644,DTR_224644_4,DUF5309,345,89.83,0,0,Control,89.83,89.83
DTR_329974,DTR_329974_8,Peptidase_S78|Phage_capsid,515,63.23,0,0,Control,63.23,63.23
DTR_769006,DTR_769006_14,Phage_capsid,411,64.39,0,0,Control,64.39,64.39
DTR_706297,DTR_706297_2,Peptidase_S78|Phage_capsid,519,48.26,0,0,Control,48.26,48.26
DTR_786945,DTR_786945_12,INT_rpt|Phage_cap_E,370,85.09,0,0,Control,85.09,85.09
DTR_493491,DTR_493491_17,Phage_capsid,410,65.04,0,0,Control,65.04,65.04
DTR_289548,DTR_289548_9,Phage_capsid,399,65.83,0,0,Control,65.83,65.83
DTR_881187,DTR_881187_8,Phage_capsid,294,93.52,0,0,Mini,93.52,93.52
DTR_112259,DTR_112259_21,Peptidase_S78|Phage_capsid,553,45.29,0,0,Control,45.29,45.29
DTR_290393,DTR_290393_22,Peptidase_S78|Phage_capsid,514,38.4,0,0,Control,38.4,38.4
DTR_733893,DTR_733893_2,Phage_capsid,321,75.62,0,0,Micro,75.62,75.62
DTR_715989,DTR_715989_3,Phage_capsid|tRNA_Me_trans_M,332,80.06,0,0,Control,80.06,80.06
DTR_671853,DTR_671853_17,FlhD|Peptidase_S78|Phage_capsid,553,50.18,0,0,Control,50.18,50.18
DTR_541747,DTR_541747_10,Phage_capsid,413,64.81,0,0,Control,64.81,64.81
DTR_740934,DTR_740934_1,Phage_capsid|Phage_capsid_2,290,62.98,0,0,Micro,62.98,62.98
DTR_737265,DTR_737265_1,P22_CoatProtein|S-l_SbsC_C,359,43.85,0,0,Micro,43.85,43.85
DTR_822809,DTR_822809_12,DUF2059|Phage_capsid,414,79.18,0,0,Control,79.18,79.18
DTR_359889,DTR_359889_7,ABC_tran_CTD|APG6_N|Allexi_40kDa|DUF2058|DUF3987|DUF641|Exonuc_VII_L|FapA|Fib_alpha|HIP1_clath_bdg|HXXSHH|Phage_capsid|Rx_N|TACC_C|UPF0184|V_ATPase_I|XhlA,388,69.25,0,0,Mini,69.25,69.25
DTR_330285,DTR_330285_19,Peptidase_S78|Phage_capsid,513,54.88,0,0,Control,54.88,54.88
DTR_073562,DTR_073562_1,Phage_capsid,105,53.85,0,0,Mini,53.85,53.85
DTR_036545,DTR_036545_17,Phage_capsid,390,73.01,0,0,Control,73.01,73.01
DTR_263622,DTR_263622_12,Peptidase_S78|Phage_capsid,497,47.78,0,0,Control,47.78,47.78
DTR_114326,DTR_114326_15,Phage_cap_E,306,21.97,0,0,Control,21.97,21.97
DTR_111987,DTR_111987_2,Phage_capsid,330,45.29,0,0,Mini,45.29,45.29
DTR_142909,DTR_142909_3,Peptidase_S78|Phage_capsid_2,523,18.77,0,0,Control,18.77,18.77
DTR_059340,DTR_059340_2,Phage_capsid,363,68.78,0,0,Mini,68.78,68.78
DTR_056024,DTR_056024_21,GP7,312,60.45,0,0,Control,60.45,60.45
DTR_553980,DTR_553980_5,Phage_capsid,321,34.38,0,0,Mini,34.38,34.38
DTR_259626,DTR_259626_2,Phage_capsid,408,64.62,0,0,Mini,64.62,64.62
DTR_122222,DTR_122222_14,Phage_capsid,338,49.55,0,0,Mini,49.55,49.55
DTR_269559,DTR_269559_7,Phage_cap_E,307,31.7,0,0,Mini,31.7,31.7
DTR_247402,DTR_247402_4,Phage_capsid_2|Terpene_synth_C,279,43.17,0,0,Mini,43.17,43.17
DTR_404027,DTR_404027_1,Phage_capsid,87,77.91,0,0,Mini,77.91,77.91
DTR_876002,DTR_876002_13,Phage_capsid,345,47.97,0,0,Mini,47.97,47.97
DTR_053382,DTR_053382_5,Phage_capsid,405,61.88,0,0,Mini,61.88,61.88
DTR_783999,DTR_783999_14,Phage_capsid,410,64.79,0,0,Control,64.79,64.79
DTR_025459,DTR_025459_2,Phage_capsid|Pinin_SDK_memA,410,24.45,0,0,Mini,24.45,24.45
DTR_518908,DTR_518908_1,Phage_capsid,389,67.78,0,0,Mini,67.78,67.78
DTR_317324,DTR_317324_4,Cut12|Phage_capsid,418,69.3,0,0,Control,69.3,69.3
DTR_264069,DTR_264069_10,Peptidase_S78|Phage_capsid,503,29.68,0,0,Control,29.68,29.68
DTR_603685,DTR_603685_14,Peptidase_S78|Phage_capsid|VWA|pAdhesive_15,529,32.2,0,0,Control,32.2,32.2
DTR_207763,DTR_207763_7,Phage_capsid,435,57.14,0,0,Control,57.14,57.14
DTR_650344,DTR_650344_12,Phage_capsid,410,65.04,0,0,Control,65.04,65.04
DTR_066068,DTR_066068_10,Gp10A-like|Phage_cap_E,289,46.18,0,0,Mini,46.18,46.18
DTR_401313,DTR_401313_1,Phage_capsid,144,95.1,0,0,Control,95.1,95.1
DTR_348745,DTR_348745_5,Phage_capsid,422,67.22,0,0,Mini,67.22,67.22
DTR_690745,DTR_690745_12,Phage_capsid,412,64.96,0,0,Control,64.96,64.96
DTR_112751,DTR_112751_1,Phage_capsid,381,71.32,0,0,Mini,71.32,71.32
DTR_308966,DTR_308966_19,Peptidase_S78|Phage_capsid|TSKS|Trypan_PARP,499,23.09,0,0,Control,23.09,23.09
DTR_100243,DTR_100243_3,DUF4235|Peptidase_S78|Phage_capsid|a_DG1_N2|bZIP_2,525,26.91,0,0,Control,26.91,26.91
DTR_280911,DTR_280911_3,Phage_capsid|Proteasome,424,58.87,0,0,Mini,58.87,58.87
DTR_868392,DTR_868392_5,Fusion_gly|Phage_capsid,412,73.24,0,0,Mini,73.24,73.24
DTR_086169,DTR_086169_3,Phage_capsid,284,51.24,0,0,Control,51.24,51.24
DTR_730404,DTR_730404_3,DUF2396|Phage_capsid,294,93.52,0,0,Mini,93.52,93.52
DTR_700906,DTR_700906_3,Peptidase_S78|Phage_capsid,516,53.01,0,0,Control,53.01,53.01
DTR_403196,DTR_403196_1,OSK|Phage_capsid,305,92.11,0,0,Mini,92.11,92.11
DTR_679664,DTR_679664_17,Peptidase_S78|Phage_capsid,524,44.36,0,0,Control,44.36,44.36
DTR_435752,DTR_435752_13,Phage_capsid,410,65.04,0,0,Control,65.04,65.04
DTR_577662,DTR_577662_15,DUF5309,344,90.09,0,0,Control,90.09,90.09
DTR_551533,DTR_551533_4,B|DUF2059|Phage_capsid,411,69.27,0,0,Control,69.27,69.27
DTR_698394,DTR_698394_4,Lipoprotein_Ltp|Phage_capsid|TBX2-3_RD,298,93.94,0,0,Control,93.94,93.94
DTR_123532,DTR_123532_8,Gp10A-like|Hex_IIIa|Phage_capsid_2,285,70.42,0,0,Control,70.42,70.42
DTR_314554,DTR_314554_16,Peptidase_S78|Phage_capsid,533,40.04,0,0,Control,40.04,40.04
DTR_233704,DTR_233704_25,Peptidase_S78|Phage_capsid,511,50.39,0,0,Control,50.39,50.39
DTR_822507,DTR_822507_9,Phage_capsid|RAB3GAP2_C,305,92.11,0,0,Mini,92.11,92.11
DTR_606270,DTR_606270_4,Phage_capsid,414,37.53,0,0,Mini,37.53,37.53
DTR_698203,DTR_698203_5,HAUS-augmin3|HSM3_N|NPV_P10|Phage_capsid|Ribo_biogen_C,353,67.61,0,0,Mini,67.61,67.61
DTR_316112,DTR_316112_5,Peptidase_S78|Phage_capsid,501,46.8,0,0,Control,46.8,46.8
DTR_401064,DTR_401064_4,AICARFT_IMPCHas|Phage_capsid|Stealth_CR2,303,91.39,0,0,Mini,91.39,91.39
DTR_675275,DTR_675275_12,Adhesin_P1_N|Phage_capsid,393,72.19,0,0,Control,72.19,72.19
DTR_043877,DTR_043877_20,Peptidase_S78|Phage_capsid|Rpf1_C,522,18.23,0,0,Control,18.23,18.23
DTR_163940,DTR_163940_9,Linocin_M18|Peptidase_S78|Phage_capsid,503,52.59,11.35,21.58204982,Mini,52.59,52.59
DTR_344960,DTR_344960_1,Phage_capsid,83,90.24,0,0,Mini,90.24,90.24
DTR_477444,DTR_477444_1,Phage_capsid,359,61.28,0,0,Control,61.28,61.28
DTR_387580,DTR_387580_12,Linocin_M18|Phage_capsid_2|Zot,279,41.37,30.22,73.04810249,Mini,41.37,41.37
DTR_387365,DTR_387365_17,BLOC1_2|Phage_capsid|PspB,386,72.73,0,0,Control,72.73,72.73
DTR_286028,DTR_286028_3,Phage_capsid_2|TraT,285,72.54,0,0,Control,72.54,72.54
